,discovery_score,twin_score,stability_score,final_score
cg21608489,0.0,0.7945438598787814,0.9230860098504695,0.4229803599337283
cg15727249,0.5,0.0,0.8445704272362666,0.41891408544725334
cg10861751,0.5,0.0,0.844099792157576,0.4188199584315152
cg06456031,0.5,0.0,0.8359327006712758,0.41718654013425516
cg13414044,0.5,0.0,0.8324820472611972,0.4164964094522394
cg12351433,0.5,0.0,0.8304324292877048,0.41608648585754093
cg05129930,0.5,0.0,0.82519367378941,0.415038734757882
cg03138668,0.5,0.0,0.8232781876700299,0.414655637534006
cg21049762,0.5,0.0,0.813814447736813,0.4127628895473626
cg08221207,0.5,0.0,0.8130292076970269,0.4126058415394054
cg20179697,0.5,0.0,0.8117407618618534,0.41234815237237066
cg01966465,0.5,0.0,0.804496773544749,0.4108993547089498
cg03493069,0.0,0.7009988087601943,0.9984398297752842,0.4099876085831151
cg15561986,0.0,0.7009988087601943,0.9969560504326062,0.4096908527145795
cg05261299,0.5,0.0,0.7950281608582505,0.4090056321716501
cg24794992,0.5,0.0,0.7938540936534483,0.40877081873068966
cg16863382,0.5,0.0,0.79005303826258,0.408010607652516
cg04297093,0.5,0.0,0.7867633436422469,0.4073526687284494
cg08553339,0.5,0.0,0.7855298383339805,0.4071059676667961
cg03860051,0.5,0.0,0.7658367408114498,0.40316734816228994
cg21740204,0.5,0.0,0.7629382467176011,0.4025876493435202
cg03020951,0.5,0.0,0.7563187020566855,0.4012637404113371
cg11682508,0.5,0.0,0.7555846632755782,0.4011169326551156
cg00671161,0.5,0.0,0.7512473657560268,0.4002494731512054
cg06806711,0.0,0.8411985705122331,0.7297772403745758,0.3983150192285851
cg00426056,0.0,0.6943226296291447,0.9491510535248079,0.398126999593705
cg13266631,0.5,0.0,0.738088318199792,0.39761766363995843
cg25076881,0.5,0.0,0.7286888821073225,0.3957377764214645
cg19899882,0.5,0.0,0.7277226993753894,0.39554453987507787
cg19954000,0.5,0.0,0.7215062958725538,0.39430125917451075
cg15269863,0.5,0.0,0.7125672106418122,0.3925134421283625
cg24169822,0.5,0.0,0.7059247452084587,0.39118494904169177
cg02710161,0.5,0.0,0.6998878819668347,0.38997757639336694
cg01634119,0.5,0.0,0.6980009043301423,0.38960018086602843
cg23427666,0.5,0.0,0.6973913824384851,0.38947827648769706
cg11521965,0.5,0.0,0.6934848714763029,0.3886969742952606
cg23213170,0.5,0.0,0.6926796464528544,0.3885359292905709
cg11378840,0.0,0.6943226296291447,0.8916895578997437,0.38663470046869214
cg08466883,0.5,0.0,0.6795885957607531,0.3859177191521507
cg12930920,0.0,0.8411985705122331,0.6654692439758098,0.38545341994883187
cg03752885,0.5,0.0,0.670969249740455,0.384193849948091
cg21407055,0.5,0.0,0.6654506495242738,0.3830901299048548
cg24615251,0.5,0.0,0.6630841621144098,0.38261683242288197
cg18602811,0.5,0.0,0.6571143140458905,0.38142286280917814
cg01994328,0.0,0.6943226296291449,0.8530304738774159,0.37890288366422664
cg09750385,0.5,0.0,0.6338093358959006,0.37676186717918014
cg02789485,0.0,0.7009988087601943,0.8286398937153538,0.37602762137112905
cg22193702,0.0,0.6988418893486246,0.8301045542070452,0.3756734776459964
cg08923109,0.0,0.5823682411238538,0.9981868999884961,0.37434785233485535
cg17480438,0.0,0.6869788325849903,0.8396977026892637,0.3740331903133498
cg09519758,0.0,0.5841656739668286,0.9922564586135579,0.3737009939127601
cg19371795,0.5,0.0,0.6163351084154752,0.37326702168309506
cg27199523,0.5,0.0,0.6151251908756863,0.37302503817513727
cg03964111,0.5,0.0,0.6149698571007006,0.3729939714201401
cg20582984,0.0,0.5768218769226741,0.9951258351369209,0.37207173010418637
cg19584733,0.0,0.6759631370187587,0.8435125732340598,0.3714914557524396
cg12946225,0.0,0.5768218769226741,0.9911659302012824,0.37127974911705874
cg13281868,0.5,0.0,0.6021161604079461,0.3704232320815892
cg05895453,0.0,0.5841656739668286,0.974506420051467,0.370150986200342
cg24620905,0.5,0.0,0.5946936651106587,0.36893873302213176
cg17259265,0.0,0.6988418893486246,0.7941789372271804,0.36848835425002346
cg14366490,0.0,0.5610327132777422,0.998298464467813,0.36796950687688523
cg10225525,0.0,0.5841656739668286,0.957204049176403,0.3666905120253292
cg08109646,0.5,0.0,0.583090276780825,0.366618055356165
cg21361470,0.0,0.7009988087601943,0.7803568291590675,0.3663710084598718
cg04697562,0.0,0.5545925267640373,0.9983917726225053,0.3660561125537123
cg20380069,0.0,0.5823682411238538,0.9498979743750497,0.36469006721216607
cg06938878,0.5,0.0,0.5686916908859686,0.3637383381771937
cg05144089,0.5,0.0,0.5676921370119917,0.36353842740239833
cg22083047,0.5,0.0,0.5673055982770872,0.36346111965541744
cg25122941,0.5,0.0,0.5586774832811355,0.3617354966562271
cg10705251,0.5,0.0,0.5529542195561724,0.36059084391123447
cg21575929,0.0,0.5768218769226741,0.9372072039507353,0.3604880038669493
cg03682712,0.5,0.0,0.5510975499726328,0.36021950999452657
cg14696396,0.0,0.5768218769226741,0.9296532924663814,0.3589772215700785
cg26847866,0.0,0.5768218769226741,0.9289900874760959,0.3588445805720214
cg15238200,0.0,0.6597635847154769,0.802474877162569,0.3584240508471569
cg22584138,0.5,0.0,0.5372079605018232,0.35744159210036464
cg05945622,0.0,0.5301671662892226,0.9883174398608189,0.35671363785893057
cg23337754,0.0,0.5768218769226741,0.9175829919107502,0.3565631614589523
cg04409427,0.0,0.6943226296291449,0.7405774744941076,0.356412283787565
cg13631913,0.5,0.0,0.5298531482855814,0.3559706296571163
cg17829936,0.5,0.0,0.5297477909565692,0.35594955819131385
cg21379816,0.5,0.0,0.5296217269561954,0.35592434539123907
cg09456329,0.5,0.0,0.5213409313175674,0.3542681862635135
cg25511429,0.5,0.0,0.510677340009013,0.3521354680018026
cg08784110,0.0,0.5610327132777422,0.9139287260868498,0.35109555920069263
cg04968426,0.0,0.5823682411238538,0.8797753539332396,0.35066554312380405
cg07369274,0.0,0.5670301475304682,0.8996126257682157,0.35003156941278357
cg14191109,0.5,0.0,0.49264387117277214,0.3485287742345544
cg11008866,0.5,0.0,0.4790371201313083,0.34580742402626163
cg07558006,0.0,0.4806848974355618,0.9939191833476578,0.34298930590020016
cg22139563,0.0,0.6943226296291447,0.6652153454212621,0.3413398579729958
cg26314781,0.5,0.0,0.4532834890449865,0.3406566978089973
cg21399198,0.0,0.5301671662892226,0.9069625116913206,0.3404426522250309
cg08300860,0.5,0.0,0.44764972889840365,0.33952994577968076
cg09616556,0.0,0.5768218769226741,0.8270992435428262,0.33846641178536746
cg21126943,0.0,0.5301671662892226,0.8944617586728575,0.3379425016213383
cg06536578,0.0,0.6597635847154769,0.6974813380379731,0.3374253430222377
cg04197135,0.0,0.5841656739668286,0.8079850583091396,0.3368467138518765
cg03708463,0.5,0.0,0.4329198435296329,0.3365839687059266
cg16480209,0.0,0.6759631370187587,0.6606632276503963,0.33492158663570687
cg24619694,0.0,0.44863923760652424,0.9960024773797082,0.3337922667578989
cg06874144,0.0,0.6869788325849903,0.637351555096851,0.3335639607948673
cg09351894,0.0,0.5631163984420734,0.8211789276352477,0.33317070505967156
cg22396691,0.5,0.0,0.41412246949489656,0.33282449389897933
cg03807235,0.5,0.0,0.41336265960547575,0.33267253192109514
cg00792849,0.0,0.44062782264926487,0.9979757214198515,0.3317834910787497
cg05832487,0.0,0.6988418893486245,0.6059233793875927,0.33083724268210585
cg18497960,0.5,0.0,0.3913430220442165,0.3282686044088433
cg16546489,0.5,0.0,0.38306185045599717,0.3266123700911994
cg03616357,0.0,0.5520365618986529,0.795909618853631,0.32479289234032205
cg15765896,0.0,0.4329698524695317,0.9730619003781041,0.32450333581648033
cg02017041,0.0,0.5768218769226741,0.7501714670876916,0.32308085649434054
cg25668368,0.0,0.4806848974355618,0.8881206117415709,0.3218295915789827
cg24851490,0.0,0.7009988087601943,0.5363844834043318,0.31757653930892465
cg12099032,0.0,0.5670301475304682,0.7335194048634973,0.3168129252318399
cg12032009,0.0,0.5768218769226741,0.7183067231803925,0.3167079077128807
cg13086467,0.0,0.5768218769226741,0.71594922472419,0.3162364080216402
cg16158807,0.0,0.4329698524695317,0.9219097200457239,0.3142728997500043
cg19356189,0.0,0.5823682411238538,0.6933502888743802,0.31338053011203215
cg04172348,0.0,0.4998267547878677,0.8027467399646877,0.3104973744292978
cg16744741,0.0,0.48068489743556164,0.8298070501677745,0.31016687926422337
cg27292431,0.0,0.4486392376065243,0.8771593563401877,0.3100236425499948
cg13066963,0.0,0.5823682411238538,0.6701872470409233,0.30874792174534077
cg07829809,0.0,0.5670301475304682,0.6813060278656047,0.30637024983226135
cg12428416,0.0,0.36051367307667126,0.9888129528163366,0.30591669248626874
cg26185508,0.5,0.0,0.26148270182862327,0.3022965403657247
cg08789908,0.0,0.4005707478629682,0.9081832757461433,0.3018078795081191
cg24068372,0.0,0.38554934481810677,0.912483963468602,0.29816159613915244
cg05380910,0.0,0.5823682411238538,0.6172464963980558,0.2981597716167673
cg03188118,0.0,0.47107119948685067,0.7811801833854564,0.2975573965231465
cg23126915,0.0,0.5670301475304682,0.6346450515585506,0.29703805457085053
cg02237119,0.0,0.48530686760321146,0.7419905362185496,0.29399016752467333
cg10173723,0.0,0.3558917029090217,0.9314333766841875,0.29305418620954404
cg02978737,0.0,0.31103140422301057,0.9975170757753101,0.2928128364219652
cg02962602,0.0,0.4556492256941262,0.7766861683391314,0.2920320013760641
cg08695830,0.0,0.4005707478629681,0.8584753317499619,0.2918662907088828
cg20185083,0.0,0.5631163984420734,0.6128787318645831,0.29151066590553865
cg13892015,0.0,0.4486392376065243,0.7844476180034007,0.2914812948826374
cg25125453,0.0,0.7009988087601943,0.40321864447707656,0.2909433715234736
cg25191725,0.0,0.3925593329057088,0.8653096699860902,0.2908297338689307
cg24849648,0.0,0.31103140422301057,0.9851010478790261,0.2903296308427084
cg16175725,0.0,0.4556492256941262,0.7623223560731399,0.2891592389228659
cg12290002,0.0,0.3558917029090218,0.9068930585482904,0.2881461225823646
cg02510853,0.0,0.5545925267640373,0.604307434634304,0.287239244956072
cg00292971,0.0,0.31725203230747084,0.9492389473008233,0.28502339915240593
cg03283694,0.0,0.38554934481810677,0.8390430720774497,0.28347341786092195
cg12614105,0.0,0.4329698524695317,0.7676262991823297,0.28341621557732544
cg04059863,0.0,0.28430214292259565,0.9884726716883803,0.28298517721445476
cg25148589,0.0,0.48068489743556164,0.6870825557221576,0.2816219803751
cg08996502,0.0,0.2741684229817649,0.9946846235099913,0.28118745159652775
cg08292050,0.0,0.5823682411238538,0.5293037577006077,0.2805712238772776
cg25429010,0.0,0.2741684229817649,0.9899099493300336,0.2802325167605362
cg15077070,0.0,0.48530686760321134,0.6701766980580744,0.2796273998925783
cg10313633,0.0,0.4005707478629681,0.7942696035371369,0.2790251450663178
cg04180953,0.0,0.5670301475304682,0.5369395045409636,0.27749694516733314
cg03019000,0.0,0.3605136730766714,0.8335363733794595,0.2748613765988933
cg09096383,0.0,0.5823682411238538,0.4917410381894501,0.2730586799750461
cg11716026,0.0,0.5520365618986529,0.531205093169194,0.2718519872034347
cg25741794,0.0,0.28916200861358016,0.9253287902126308,0.27181436062660025
cg17572572,0.0,0.3605136730766714,0.8097515588021045,0.2701044136834223
cg18585306,0.0,0.25703289654540457,0.9605723925507055,0.26922434747376245
cg27316224,0.0,0.28916200861358016,0.9098625867313906,0.2687211199303522
cg11037787,0.0,0.2478531502402116,0.970819189417313,0.2685197829555261
cg09150117,0.0,0.264376693589559,0.9449940967197225,0.26831182742081217
cg26697117,0.0,0.2643766935895589,0.9443981662227986,0.2681926413214274
cg25979644,0.0,0.3558917029090218,0.80073162699943,0.2669138362725926
cg13436343,0.0,0.31103140422301057,0.8610865119888935,0.2655267236646819
cg11695684,0.0,0.4486392376065243,0.654527207165715,0.2654972127151003
cg16131766,0.0,0.5823682411238538,0.44457142127881716,0.26362475659291956
cg07005513,0.0,0.46210617665924614,0.6178312679972747,0.26219810659722875
cg22730004,0.0,0.3427383461402521,0.7949368331004533,0.2618088704621663
cg16547529,0.0,0.2741684229817649,0.8972860928586954,0.26170774546626857
cg22686523,0.0,0.48530686760321146,0.572696441712595,0.2601313486234825
cg12108912,0.0,0.264376693589559,0.9030798499314794,0.2599289780631636
cg09971646,0.0,0.264376693589559,0.9019559114259493,0.2597041903620576
cg03076871,0.0,0.264376693589559,0.9013228652854252,0.25957758113395274
cg14658285,0.0,0.2588303293883794,0.8899086776587082,0.25563083434825545
cg27303880,0.0,0.2588303293883794,0.8879092045763871,0.25523093973179123
cg20714328,0.0,0.37012737102538246,0.7118124226250342,0.2534006958326216
cg01530101,0.0,0.3558917029090218,0.7295642118066825,0.25268035323404303
cg11905617,0.0,0.2540089801154586,0.8810415193215281,0.2524109978989432
cg11970458,0.0,0.2741684229817649,0.8481567260946885,0.2518818721134672
cg06398181,0.0,0.4486392376065243,0.578519778370524,0.2502957269560621
cg09446127,0.0,0.25703289654540457,0.8556824968600093,0.24824636833562325
cg07897701,0.0,0.17417758636488587,0.958524526139083,0.24395818113728238
cg02806658,0.0,0.26296766115518566,0.8229846334881791,0.2434872250441915
cg17260449,0.0,0.44062782264926503,0.5563562614964399,0.2434595990940675
cg02659232,0.0,0.4870096987176087,0.4863081238761589,0.2433645343905144
cg13788062,0.0,0.14019976175203885,0.9974936382956828,0.24155865618474823
cg05920090,0.0,0.264376693589559,0.8105722684773203,0.24142746177233176
cg22552669,0.0,0.2588303293883794,0.8178654290054623,0.2412221846176063
cg13703437,0.0,0.13765067517472912,0.9955577086235116,0.24040674427712105
cg05242523,0.0,0.1652354334934744,0.9522091911227021,0.24001246827258274
cg18925884,0.0,0.2643766935895589,0.7964621597597542,0.23860544002881853
cg10560038,0.0,0.2588303293883794,0.8043400697802016,0.23851711277255416
cg14174099,0.0,0.2588303293883794,0.7994972242899944,0.23754854367451272
cg12133444,0.0,0.12392657512010578,0.9958385896321761,0.23634569046246695
cg09478045,0.0,0.43164065843439064,0.5250700658558939,0.23450621070149597
cg04048249,0.0,0.38554934481810677,0.5931928181197715,0.23430336706938631
cg15219393,0.0,0.15421973792724278,0.9398093270139236,0.23422778678095757
cg17775235,0.0,0.18143498579675624,0.8912615443701333,0.23268280461305352
cg24541550,0.0,0.28430214292259565,0.7369439144750348,0.2326794257717857
cg20401181,0.0,0.18143498579675624,0.8881633253752861,0.2320631608140841
cg26608199,0.0,0.48530686760321146,0.4214003984774602,0.2298721399764555
cg21242004,0.0,0.25490865773097976,0.7620999598619974,0.22889258929169343
cg26909237,0.0,0.36606003727785075,0.5845590908473718,0.2267298293528296
cg05360265,0.0,0.1423566811636086,0.919165384294811,0.2265400812080448
cg17043366,0.0,0.146006852475496,0.9052824871812988,0.22485855317890857
cg20832020,0.0,0.2711555831687785,0.7073441496132901,0.22281550487329158
cg07707227,0.0,0.48068489743556164,0.38884822377922246,0.22197511398651298
cg09516965,0.0,0.37853935673050493,0.5402997411033937,0.22162175523983024
cg03852570,0.0,0.13494227068633738,0.9054333944357766,0.22156936009305656
cg03737135,0.0,0.3327818520707736,0.6022153184283611,0.2202776193069043
cg11044263,0.0,0.14687594088308834,0.8804437071307682,0.22015152369108015
cg20732137,0.0,0.2588303293883794,0.7120456881729387,0.22005823645110156
cg10367730,0.0,0.14059919127269993,0.8845347924551399,0.21908671587283798
cg21226224,0.0,0.2741684229817649,0.6745512790019927,0.21716078269492803
cg01520924,0.0,0.1423566811636086,0.870554812656165,0.2168179668803156
cg21833459,0.0,0.2588303293883794,0.6954270990612865,0.21673451862877113
cg19464016,0.0,0.11566480344543205,0.9095313555609501,0.21660571214581964
cg01120898,0.0,0.2741684229817649,0.6691365626531232,0.2160778394251541
cg12019109,0.0,0.2588303293883794,0.6844991753809431,0.2145489338927024
cg00766889,0.0,0.264376693589559,0.6757673741943235,0.21446648291573242
cg22464186,0.0,0.13904108603507986,0.8592899303709725,0.21357031188471845
cg20015855,0.0,0.14019976175203885,0.8569329665233749,0.21344652183028665
cg06323427,0.0,0.25703289654540457,0.6729911911179122,0.2117081071872038
cg19850348,0.0,0.16064556034087787,0.8163020547684545,0.21145407905595429
cg15232450,0.0,0.2588303293883794,0.6622594007277697,0.21010097896206775
cg00480115,0.0,0.5823682411238538,0.1755058620075972,0.20981164473867556
cg04375036,0.0,0.25703289654540457,0.6529247578416004,0.20769482053194144
cg09423836,0.0,0.13879776413451853,0.824421308045725,0.20652359084950056
cg05442902,0.0,0.14019976175203885,0.8200930206842416,0.20607853266245998
cg03665605,0.0,0.264376693589559,0.6324566857257841,0.2058043452220245
cg19875047,0.0,0.20491480748810112,0.7139324221940855,0.20426092668524745
cg01152499,0.0,0.14019976175203885,0.7924850721790446,0.2005569429614206
cg20848130,0.0,0.0,1.0,0.2
cg09214551,0.0,0.0,1.0,0.2
cg09155905,0.0,0.0,1.0,0.2
cg11201288,0.0,0.0,1.0,0.2
cg27419217,0.0,0.0,1.0,0.2
cg06282059,0.0,0.0,1.0,0.2
cg09712066,0.0,0.0,1.0,0.2
cg08493463,0.0,0.0,1.0,0.2
cg08792314,0.0,0.0,1.0,0.2
cg17163751,0.0,0.0,1.0,0.2
cg14709524,0.0,0.0,1.0,0.2
cg10896774,0.0,0.0,1.0,0.2
cg26960719,0.0,0.0,0.9994100552683978,0.19988201105367956
cg12694555,0.0,0.0,0.9992936985841709,0.1998587397168342
cg26149550,0.0,0.0,0.9992642639538318,0.19985285279076637
cg03305230,0.0,0.0,0.9992294135649881,0.19984588271299764
cg27613076,0.0,0.0,0.9992052930726745,0.1998410586145349
cg22041635,0.0,0.0,0.9991960237596066,0.19983920475192132
cg06311778,0.0,0.0,0.9991629220000258,0.19983258440000518
cg07694025,0.0,0.0,0.9991615571566006,0.19983231143132013
cg12854483,0.0,0.0,0.9991540025342868,0.19983080050685736
cg15536490,0.0,0.0,0.9991525661650222,0.19983051323300446
cg00174901,0.0,0.0,0.9991481155703813,0.19982962311407626
cg19691797,0.0,0.0,0.9991197594875232,0.19982395189750465
cg17841529,0.0,0.0,0.9991143747823524,0.1998228749564705
cg16319213,0.0,0.0,0.9991134567290018,0.19982269134580036
cg22387994,0.0,0.0,0.9990906097529628,0.19981812195059256
cg21574400,0.0,0.0,0.9990836966393744,0.1998167393278749
cg06274159,0.0,0.0,0.9990773251220528,0.19981546502441058
cg15801967,0.0,0.0,0.999061151583223,0.1998122303166446
cg02518671,0.0,0.0,0.9990609309756062,0.19981218619512126
cg15257765,0.0,0.0,0.9990441616489789,0.1998088323297958
cg04527363,0.0,0.0,0.9990438288112339,0.1998087657622468
cg06285486,0.0,0.0,0.9990416693995258,0.19980833387990515
cg20329958,0.0,0.0,0.9990332543078287,0.19980665086156577
cg12535715,0.0,0.0,0.9990267706490303,0.19980535412980607
cg14114267,0.0,0.0,0.9990234924818296,0.19980469849636595
cg05661333,0.0,0.0,0.9990211090587301,0.19980422181174604
cg12789833,0.0,0.0,0.9990174073606309,0.1998034814721262
cg27062284,0.0,0.0,0.9990158272364361,0.19980316544728724
cg04134859,0.0,0.0,0.9990134597526127,0.19980269195052255
cg00498604,0.0,0.0,0.9990096833946976,0.19980193667893953
cg19364957,0.0,0.0,0.999006358519163,0.1998012717038326
cg17914753,0.0,0.0,0.9990022410887451,0.19980044821774903
cg11360149,0.0,0.0,0.9989972559537887,0.19979945119075776
cg21250978,0.0,0.0,0.9989946906661892,0.19979893813323785
cg09918512,0.0,0.0,0.9989942607684996,0.19979885215369994
cg13173909,0.0,0.0,0.9989907927753429,0.19979815855506858
cg10938486,0.0,0.0,0.9989874922327677,0.19979749844655356
cg08015253,0.0,0.0,0.9989817750157836,0.19979635500315673
cg19222480,0.0,0.0,0.9989736967708119,0.1997947393541624
cg23154272,0.0,0.0,0.9989696881100172,0.19979393762200345
cg02957086,0.0,0.0,0.9989587022280054,0.1997917404456011
cg21856603,0.0,0.0,0.9989571713921404,0.19979143427842808
cg04393897,0.0,0.0,0.9989562411894846,0.19979124823789693
cg21492378,0.0,0.0,0.9989561473308741,0.19979122946617484
cg14333454,0.0,0.0,0.9989559763678788,0.19979119527357578
cg03923464,0.0,0.0,0.9989420703413252,0.19978841406826506
cg21571937,0.0,0.0,0.9989346076019663,0.19978692152039326
cg17601843,0.0,0.0,0.9989296632047318,0.19978593264094635
cg12876594,0.0,0.0,0.9989293126742369,0.1997858625348474
cg03807314,0.0,0.0,0.9989289797806277,0.19978579595612556
cg10887021,0.0,0.0,0.9989256233450005,0.1997851246690001
cg07293947,0.0,0.0,0.9989207114000331,0.19978414228000663
cg23345864,0.0,0.0,0.9989124465454255,0.19978248930908513
cg15055101,0.0,0.0,0.9989088767688977,0.19978177535377956
cg12997958,0.0,0.0,0.998904784203107,0.19978095684062142
cg10539808,0.0,0.0,0.9989042077866691,0.19978084155733383
cg23323879,0.0,0.0,0.9988913469195058,0.19977826938390117
cg17850880,0.0,0.0,0.9988905246149676,0.19977810492299353
cg12281657,0.0,0.0,0.9988875128357941,0.19977750256715884
cg03462055,0.0,0.0,0.9988855806244176,0.19977711612488352
cg00888561,0.0,0.0,0.9988845636621199,0.19977691273242398
cg12712746,0.0,0.0,0.9988828301734058,0.1997765660346812
cg17767931,0.0,0.0,0.9988752896176775,0.1997750579235355
cg12146151,0.0,0.0,0.9988708120623234,0.1997741624124647
cg16042149,0.0,0.0,0.998868142498997,0.1997736284997994
cg24304714,0.0,0.0,0.9988669969363825,0.1997733993872765
cg26904212,0.0,0.0,0.998866852649797,0.19977337052995942
cg12089439,0.0,0.0,0.998866370957464,0.19977327419149282
cg19242268,0.0,0.0,0.9988632225675216,0.19977264451350432
cg12497692,0.0,0.0,0.9988595405770181,0.19977190811540363
cg05459203,0.0,0.0,0.9988555835550013,0.19977111671100026
cg01185754,0.0,0.0,0.9988535167995378,0.19977070335990757
cg21081971,0.0,0.0,0.9988527708132166,0.19977055416264333
cg16299341,0.0,0.0,0.9988510955664285,0.1997702191132857
cg21369679,0.0,0.0,0.9988487049355372,0.19976974098710745
cg08831701,0.0,0.0,0.9988466630440413,0.19976933260880828
cg10743104,0.0,0.0,0.9988452654977035,0.1997690530995407
cg08606356,0.0,0.0,0.9988412466610199,0.199768249332204
cg16249711,0.0,0.0,0.9988373642681445,0.19976747285362892
cg11072113,0.0,0.0,0.9988366054600647,0.19976732109201295
cg19194454,0.0,0.0,0.9988350052324042,0.19976700104648085
cg14400118,0.0,0.0,0.9988317441992421,0.19976634883984845
cg09013626,0.0,0.0,0.9988298513200781,0.19976597026401563
cg03491181,0.0,0.0,0.9988260303419969,0.1997652060683994
cg06334496,0.0,0.0,0.9988259827934342,0.19976519655868685
cg00134539,0.0,0.0,0.9988253200744293,0.19976506401488586
cg08997253,0.0,0.0,0.9988226190926944,0.1997645238185389
cg21832150,0.0,0.0,0.9988200383716695,0.19976400767433392
cg02401978,0.0,0.0,0.9988177911100447,0.19976355822200895
cg08822227,0.0,0.0,0.9988165488146354,0.1997633097629271
cg24432073,0.0,0.0,0.9988157556053043,0.19976315112106088
cg26692016,0.0,0.0,0.9988112270939709,0.19976224541879417
cg18652121,0.0,0.0,0.9988038864215744,0.19976077728431488
cg00024812,0.0,0.0,0.998798155379419,0.1997596310758838
cg00410576,0.0,0.0,0.9987965534579083,0.19975931069158168
cg18675600,0.0,0.0,0.9987929539797166,0.19975859079594332
cg24719575,0.0,0.0,0.9987886179339721,0.19975772358679444
cg24595957,0.0,0.0,0.9987864203985235,0.19975728407970472
cg00135056,0.0,0.0,0.9987847707330624,0.1997569541466125
cg23528708,0.0,0.0,0.9987836871278984,0.1997567374255797
cg07621046,0.0,0.0,0.998779393840353,0.1997558787680706
cg17356532,0.0,0.0,0.9987770308312156,0.19975540616624313
cg25577842,0.0,0.0,0.998773633423241,0.19975472668464822
cg21415698,0.0,0.0,0.9987672381876455,0.1997534476375291
cg04272086,0.0,0.0,0.9987640206959232,0.19975280413918464
cg23772557,0.0,0.0,0.9987605269411227,0.19975210538822455
cg11023442,0.0,0.0,0.9987578070645423,0.19975156141290848
cg06817269,0.0,0.0,0.9987544090954594,0.1997508818190919
cg14747072,0.0,0.0,0.9987522160908608,0.19975044321817217
cg03718026,0.0,0.0,0.9987487114343397,0.19974974228686795
cg00852964,0.0,0.0,0.9987449442830264,0.1997489888566053
cg26114571,0.0,0.0,0.9987409499968238,0.19974818999936478
cg21796234,0.0,0.0,0.9987386081551343,0.19974772163102686
cg14701962,0.0,0.0,0.9987372270595282,0.19974744541190564
cg08668790,0.0,0.0,0.9987327867548321,0.19974655735096644
cg01508386,0.0,0.0,0.998730796009359,0.1997461592018718
cg24697184,0.0,0.0,0.9987301371641608,0.19974602743283218
cg22867063,0.0,0.0,0.9987299887998713,0.19974599775997426
cg10165198,0.0,0.0,0.9987282530465419,0.19974565060930838
cg20011974,0.0,0.0,0.9987257933626164,0.1997451586725233
cg14823162,0.0,0.0,0.9987253698107313,0.19974507396214627
cg00168082,0.0,0.0,0.9987246166129472,0.19974492332258945
cg09868035,0.0,0.0,0.9987238674947485,0.1997447734989497
cg02718725,0.0,0.0,0.9987178912017421,0.19974357824034844
cg09146695,0.0,0.0,0.9987169488342882,0.19974338976685765
cg10869376,0.0,0.0,0.9987150061675769,0.1997430012335154
cg16098981,0.0,0.0,0.9987115519613091,0.19974231039226184
cg13218906,0.0,0.0,0.9987095539712466,0.19974191079424933
cg04862249,0.0,0.0,0.9987088384748625,0.1997417676949725
cg25634666,0.0,0.0,0.9987084570028498,0.19974169140056997
